pin,slack
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/CFG_24:B,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/CFG_24:C,12756
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/CFG_24:IPB,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/CFG_24:IPC,12756
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/TX_IDLE_LINE_DETECTOR/idle_line_cntr_cry[5]:A,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/TX_IDLE_LINE_DETECTOR/idle_line_cntr_cry[5]:B,2730
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/TX_IDLE_LINE_DETECTOR/idle_line_cntr_cry[5]:C,-1237
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/TX_IDLE_LINE_DETECTOR/idle_line_cntr_cry[5]:CC,-1160
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/TX_IDLE_LINE_DETECTOR/idle_line_cntr_cry[5]:D,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/TX_IDLE_LINE_DETECTOR/idle_line_cntr_cry[5]:P,-1237
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/TX_IDLE_LINE_DETECTOR/idle_line_cntr_cry[5]:S,-1160
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/TX_IDLE_LINE_DETECTOR/idle_line_cntr_cry[5]:UB,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/MANCHESTER_DECODER_ADAPTER_INST/s2p_data[5]:ADn,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/MANCHESTER_DECODER_ADAPTER_INST/s2p_data[5]:ALn,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/MANCHESTER_DECODER_ADAPTER_INST/s2p_data[5]:CLK,1232
CommsFPGA_top_0/MANCHESTER_DECODER_INST/MANCHESTER_DECODER_ADAPTER_INST/s2p_data[5]:D,4738
CommsFPGA_top_0/MANCHESTER_DECODER_INST/MANCHESTER_DECODER_ADAPTER_INST/s2p_data[5]:EN,4588
CommsFPGA_top_0/MANCHESTER_DECODER_INST/MANCHESTER_DECODER_ADAPTER_INST/s2p_data[5]:LAT,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/MANCHESTER_DECODER_ADAPTER_INST/s2p_data[5]:Q,1232
CommsFPGA_top_0/MANCHESTER_DECODER_INST/MANCHESTER_DECODER_ADAPTER_INST/s2p_data[5]:SD,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/MANCHESTER_DECODER_ADAPTER_INST/s2p_data[5]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_cry[4]:A,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_cry[4]:B,11508
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_cry[4]:C,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_cry[4]:CC,10732
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_cry[4]:D,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_cry[4]:P,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_cry[4]:S,10732
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_cry[4]:UB,
m2s010_som_sb_0/CORERESETP_0/sm0_areset_n_clk_base_RNIEFM9/U0_RGB1:An,
m2s010_som_sb_0/CORERESETP_0/sm0_areset_n_clk_base_RNIEFM9/U0_RGB1:ENn,
m2s010_som_sb_0/CORERESETP_0/sm0_areset_n_clk_base_RNIEFM9/U0_RGB1:YL,10349
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_STATE_RNO[0]:A,3776
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_STATE_RNO[0]:B,3678
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_STATE_RNO[0]:C,3536
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_STATE_RNO[0]:D,3406
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_STATE_RNO[0]:Y,3406
m2s010_som_sb_0/CORERESETP_0/ddr_settled_clk_base:ADn,
m2s010_som_sb_0/CORERESETP_0/ddr_settled_clk_base:ALn,10349
m2s010_som_sb_0/CORERESETP_0/ddr_settled_clk_base:CLK,10614
m2s010_som_sb_0/CORERESETP_0/ddr_settled_clk_base:D,12763
m2s010_som_sb_0/CORERESETP_0/ddr_settled_clk_base:EN,
m2s010_som_sb_0/CORERESETP_0/ddr_settled_clk_base:LAT,
m2s010_som_sb_0/CORERESETP_0/ddr_settled_clk_base:Q,10614
m2s010_som_sb_0/CORERESETP_0/ddr_settled_clk_base:SD,
m2s010_som_sb_0/CORERESETP_0/ddr_settled_clk_base:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[11]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[11]:ALn,1251
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[11]:CLK,4800
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[11]:D,439
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[11]:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[11]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[11]:Q,4800
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[11]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[11]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r_RNI5HMN2[4]:A,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r_RNI5HMN2[4]:B,3545
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r_RNI5HMN2[4]:C,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r_RNI5HMN2[4]:CC,2503
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r_RNI5HMN2[4]:D,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r_RNI5HMN2[4]:P,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r_RNI5HMN2[4]:S,2503
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r_RNI5HMN2[4]:UB,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_160:A,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_160:B,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_160:C,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_160:IPA,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_160:IPB,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/debounce_cntr_0_0[1]:ADn,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/debounce_cntr_0_0[1]:ALn,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/debounce_cntr_0_0[1]:CLK,95609
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/debounce_cntr_0_0[1]:D,95995
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/debounce_cntr_0_0[1]:EN,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/debounce_cntr_0_0[1]:LAT,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/debounce_cntr_0_0[1]:Q,95609
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/debounce_cntr_0_0[1]:SD,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/debounce_cntr_0_0[1]:SLn,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_SM_un56_sm_advance_i_0_I_15:A,531
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_SM_un56_sm_advance_i_0_I_15:B,43277
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_SM_un56_sm_advance_i_0_I_15:C,43227
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_SM_un56_sm_advance_i_0_I_15:CC,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_SM_un56_sm_advance_i_0_I_15:D,181
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_SM_un56_sm_advance_i_0_I_15:P,205
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_SM_un56_sm_advance_i_0_I_15:UB,181
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[4]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[4]:ALn,1251
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[4]:CLK,-1841
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[4]:D,3674
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[4]:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[4]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[4]:Q,-1841
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[4]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[4]:SLn,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MDDR_DQ_2_PAD/U_IOPAD:D,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MDDR_DQ_2_PAD/U_IOPAD:E,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MDDR_DQ_2_PAD/U_IOPAD:PAD,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MDDR_DQ_2_PAD/U_IOPAD:Y,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_3:A,7149
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_3:B,6912
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_3:C,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_3:CC,8480
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_3:D,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_3:P,7033
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_3:S,8480
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_3:UB,6912
m2s010_som_sb_0/m2s010_som_sb_MSS_0/GPIO_GPIO_12_BI_PAD/U_IOPAD:D,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/GPIO_GPIO_12_BI_PAD/U_IOPAD:E,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/GPIO_GPIO_12_BI_PAD/U_IOPAD:PAD,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/GPIO_GPIO_12_BI_PAD/U_IOPAD:Y,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[0]:ADn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[0]:ALn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[0]:CLK,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[0]:D,11558
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[0]:EN,6892
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[0]:LAT,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[0]:Q,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[0]:SD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[0]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_s[10]:A,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_s[10]:B,11508
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_s[10]:C,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_s[10]:CC,10607
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_s[10]:D,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_s[10]:P,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_s[10]:S,10607
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_s[10]:UB,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_byte_cntr_cry[3]:A,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_byte_cntr_cry[3]:B,95983
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_byte_cntr_cry[3]:C,97327
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_byte_cntr_cry[3]:CC,96296
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_byte_cntr_cry[3]:D,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_byte_cntr_cry[3]:P,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_byte_cntr_cry[3]:S,95983
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_byte_cntr_cry[3]:UB,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[10]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[10]:ALn,1251
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[10]:CLK,4800
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[10]:D,439
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[10]:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[10]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[10]:Q,4800
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[10]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[10]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:ALn,-5390
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:CLK,6963
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:D,7838
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:Q,6963
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_grayToBinConv/bin_out_xhdl1_0_a2[2]:A,1346
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_grayToBinConv/bin_out_xhdl1_0_a2[2]:B,1463
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_grayToBinConv/bin_out_xhdl1_0_a2[2]:C,2505
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_grayToBinConv/bin_out_xhdl1_0_a2[2]:D,1185
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_grayToBinConv/bin_out_xhdl1_0_a2[2]:Y,1185
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/CFG_5:B,4519
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/CFG_5:C,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/CFG_5:IPB,4519
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/CFG_5:IPC,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_SM_un38_sm_advance_i_6_0_x2:A,41106
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_SM_un38_sm_advance_i_6_0_x2:B,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_SM_un38_sm_advance_i_6_0_x2:Y,41106
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_0_a2_5[4]:A,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_0_a2_5[4]:B,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_0_a2_5[4]:C,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_0_a2_5[4]:D,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_0_a2_5[4]:Y,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/un54_sm_advance_i_cry_5:A,2238
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/un54_sm_advance_i_cry_5:B,3476
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/un54_sm_advance_i_cry_5:C,3449
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/un54_sm_advance_i_cry_5:CC,981
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/un54_sm_advance_i_cry_5:D,183
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/un54_sm_advance_i_cry_5:P,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/un54_sm_advance_i_cry_5:S,981
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/un54_sm_advance_i_cry_5:UB,183
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_cry[5]:A,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_cry[5]:B,11508
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_cry[5]:C,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_cry[5]:CC,10672
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_cry[5]:D,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_cry[5]:P,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_cry[5]:S,10672
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r_cry[5]:UB,
m2s010_som_sb_0/FABOSC_0/I_RCOSC_25_50MHZ_FAB:A,
m2s010_som_sb_0/FABOSC_0/I_RCOSC_25_50MHZ_FAB:CLKOUT,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[15]:ADn,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[15]:ALn,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[15]:CLK,94217
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[15]:D,95553
